"id","title","lenght","MPAA rating","Release date","Budget","Revenue","IMDB ID","TMDB ID","Actor1","Actor2","Actor3","Actor4","Actor1rank","Actor2rank","Actor3rank","Actor4rank","Director","DirectorRank","Writer1","Writer2","Writer1Rank","Writer2Rank","Studio","StudioRank","Language","Genre","Country"
"4721","American Outlaws (2001)","94","PG-13","2001-08-17 00:00:00 UTC","35000000","13678913","244000","13496","Colin Farrell","Scott Caan","Ali Larter","Gabriel Macht","10","1","3","5","Les Mayfield","3","Roderick Taylor","3","Roderick Taylor","3","Warner Bros. Pictures","104","English","Comedy","United States of America"
"4727","Captain Corelli's Mandolin (2001)","131","R","2001-08-17 00:00:00 UTC","57000000","62112895","238112","1722","Penélope Cruz","John Hurt","Christian Bale","Irene Papas","8","7","14","1","John Madden","4","Shawn Slovo","1","Louis de Bernières","1","Universal Pictures","205","English","Romance","United States of America"
"4734","Jay and Silent Bob Strike Back (2001)","104","R","2001-08-24 00:00:00 UTC","22000000","33788161","261392","2294","Jason Mewes","Kevin Smith","Ben Affleck","Jeff Anderson","1","2","10","1","Kevin Smith","2","Kevin Smith","2","Kevin Smith","2","Dimension Films","17","English","Adventure","United States of America"
"4735","Ghosts of Mars (2001)","98","R","2001-08-24 00:00:00 UTC","28000000","8709640","228333","10016","Natasha Henstridge","Ice Cube","Jason Statham","Clea DuVall","1","9","18","2","John Carpenter","8","Larry Sulkis","1","John Carpenter","8","Storm King Productions","1","English","Thriller","United States of America"
"4736","Summer Catch (2001)","108","PG-13","2001-08-22 00:00:00 UTC","34000000","19693891","234829","26602","Freddie Prinze Jr.","Jessica Biel","Fred Ward","Matthew Lillard","4","10","3","3","Michael Tollin","1","Kevin Falls","2","Kevin Falls","2","Warner Brothers","1","English","Comedy","United States of America"
"4756","Musketeer, The (2001)","104","PG-13","2001-09-07 00:00:00 UTC","40000000","27053815","246544","11370","Catherine Deneuve","Mena Suvari","Stephen Rea","Tim Roth","1","1","4","7","Peter Hyams","3","Alexandre Dumas père","2","Gene Quintano","1","Universal Pictures","205","English","Adventure","United States of America"
"4774","Big Trouble (2002)","85","PG-13","2002-04-05 00:00:00 UTC","40000000","8493890","246464","2185","Tim Allen","Rene Russo","Stanley Tucci","Tom Sizemore","9","6","7","5","Barry Sonnenfeld","8","Dave Barry","1","Robert Ramsey","3","Touchstone Pictures","72","English","Comedy","United States of America"
"4775","Glitter (2001)","104","PG-13","2001-09-21 00:00:00 UTC","22000000","5271666","118589","10696","Mariah Carey","Max Beesley","Da Brat","Tia Texada","2","1","1","1","Vondie Curtis-Hall","1","Cheryl L. West","1","Kate Lanier","2","Columbia Pictures","108","English","Romance","United States of America"
"4815","Hearts in Atlantis (2001)","101","PG-13","2001-09-07 00:00:00 UTC","31000000","24185781","252501","11313","Anthony Hopkins","Anton Yelchin","Hope Davis","Mika Boorem","17","2","2","1","Scott Hicks","3","Stephen King","15","William Goldman","7","Castle Rock Entertainment","15","English","Drama","United States of America"
"4816","Zoolander (2001)","89","PG-13","2001-09-27 00:00:00 UTC","28000000","60780981","196229","9398","Ben Stiller","Owen Wilson","Christine Taylor","Will Ferrell","14","17","1","16","Ben Stiller","2","Drake Sather","1","Ben Stiller","2","Paramount Pictures","173","English","Comedy","United States of America"
"4821","Joy Ride (2001)","97","R","2001-10-05 00:00:00 UTC","23000000","21973182","206314","10866","Steve Zahn","Paul Walker","Leelee Sobieski","Jessica Bowman","5","8","1","1","John Dahl","4","Clay Tarver","1","J.J. Abrams","2","Regency Enterprises","37","English","Adventure","United States of America"
"4822","Max Keeble's Big Move (2001)","86","PG","2001-10-05 00:00:00 UTC","12000000","17292381","273799","34549","Alex D. Linz","Larry Miller","Jamie Kennedy","Zena Grey","1","3","1","2","Tim Hill","4","David L. Watts","1","Jonathan Bernstein","2","Walt Disney Pictures","84","English","Children","United States of America"
"4845","Corky Romano (2001)","86","PG-13","2001-10-12 00:00:00 UTC","11000000","23978402","250310","17708","Chris Kattan","Vinessa Shaw","Peter Falk","Peter Berg","4","2","2","1","Rob Pritts","1","David Garrett","1","Jason Ward","1","Touchstone Pictures","72","English","Comedy","United States of America"
"4852","Bones (2001)","96","R","2001-10-26 00:00:00 UTC","10000000","7316658","166110","11380","Snoop Dogg","Pam Grier","Michael T. Weiss","Clifton Powell","3","3","1","1","Ernest R. Dickerson","1","Adam Simon","1","Tim Metcalfe","2","New Line Cinema","93","English","Horror","United States of America"
"4865","From Hell (2001)","122","R","2001-10-19 00:00:00 UTC","35000000","74558115","120681","768","Johnny Depp","Heather Graham","Ian Holm","Robbie Coltrane","25","2","5","2","Albert Hughes","2","Alan Moore","2","Eddie Campbell","1","Underworld Entertainment","1","English","Crime","United Kingdom"
"4866","Last Castle, The (2001)","131","R","2001-10-19 00:00:00 UTC","72000000","27642707","272020","2100","Robert Redford","James Gandolfini","Mark Ruffalo","Steve Burton","10","3","9","1","Rod Lurie","1","David Scarpa","3","David Scarpa","3","DreamWorks SKG","37","English","Action","United States of America"
"4874","K-PAX (2001)","120","PG-13","2001-10-22 00:00:00 UTC","48000000","50315140","272152","167","Kevin Spacey","Jeff Bridges","Mary McCormack","Alfre Woodard","12","16","3","3","Iain Softley","2","Gene Brewer","1","Charles Leavitt","5","Lawrence Gordon Productions","2","English","Fantasy","United States of America"
"4885","Domestic Disturbance (2001)","89","PG-13","2001-10-30 00:00:00 UTC","75000000","54249294","249478","11456","John Travolta","James Lashly","Rebecca Tilney","Debra Mooney","14","1","1","1","Harold Becker","1","Lewis Colick","1","William S. Comanor","1","Paramount Pictures","173","English","Thriller","United States of America"
"4886","Monsters, Inc. (2001)","92","G","2001-11-01 00:00:00 UTC","115000000","562816256","198781","585","John Goodman","Billy Crystal","Mary Gibbs","Steve Buscemi","12","4","1","10","Pete Docter","2","Pete Docter","5","Jill Culton","1","Pixar Animation Studios","13","English","Adventure","United States of America"
"4890","Shallow Hal (2001)","114","PG-13","2001-11-01 00:00:00 UTC","40000000","70836296","256380","9889","Gwyneth Paltrow","Jack Black","Jason Alexander","Joe Viterelli","10","12","3","1","Bobby Farrelly","8","Sean Moynihan","1","Peter Farrelly","5","Twentieth Century Fox Film Corporation","82","English","Comedy","United States of America"
"4896","Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)","152","PG","2001-11-15 00:00:00 UTC","125000000","976475550","241527","671","Richard Harris","Maggie Smith","Robbie Coltrane","Saunders Triplets","1","3","2","1","Chris Columbus","7","J.K. Rowling","8","Steve Kloves","7","Warner Bros.","119","English","Adventure","United States of America"
"4901","Spy Game (2001)","126","R","2001-11-18 00:00:00 UTC","92000000","143049560","266987","1535","Robert Redford","Brad Pitt","Catherine McCormack","Stephen Dillane","10","18","1","1","Tony Scott","11","Michael Frost Beckner","3","Michael Frost Beckner","3","Universal Pictures","205","English","Drama","United States of America"
"4919","Subway (1985)","104","R","1985-04-10 00:00:00 UTC","2000000","390659","90095","10656","Isabelle Adjani","Christopher Lambert","Richard Bohringer","Michel Galabru","1","6","1","1","Luc Besson","4","Luc Besson","18","Luc Besson","18","Gaumont","5","Français","Romance","France"
"4927","Last Wave, The (1977)","106","PG","1977-12-15 00:00:00 UTC","810000","1258000","76299","72277","Richard Chamberlain","Olivia Hamnett","David Gulpilil","Frederick Parslow","1","1","2","1","Peter Weir","4","Peter Weir","2","Tony Morphett","1","Australian Film Commission","1","English","Fantasy","Australia"
"4941","Flash Gordon (1980)","111","PG","1980-12-05 00:00:00 UTC","35000000","27107960","80745","3604","Sam J. Jones","Melody Anderson","Max von Sydow","Topol","1","1","10","2","Mike Hodges","1","Lorenzo Semple Jr.","2","Michael Allin","1","Studio Canal","8","English","Adventure","United States of America"
"4947","Gauntlet, The (1977)","109","R","1977-12-20 00:00:00 UTC","5500000","26414658","76070","17689","Clint Eastwood","Sondra Locke","Pat Hingle","William Prince","9","1","2","1","Clint Eastwood","12","Michael Butler","1","Dennis Shryack","2","Warner Bros.","119","English","Action","United States of America"
"4950","Lone Wolf McQuade (1983)","107","PG","1983-04-14 00:00:00 UTC","5000000","12232628","85862","14854","Chuck Norris","David Carradine","Barbara Carrera","Leon Isaac Kennedy","1","2","2","1","Steve Carver","1","B.J. Nelson","1","H. Kaye Dyal","1","1818","1","English","Action","United States of America"
"4958","Behind Enemy Lines (2001)","106","PG-13","2001-11-17 00:00:00 UTC","40000000","91753202","159273","8007","Owen Wilson","Gene Hackman","Gabriel Macht","Charles Malik Whitfield","17","13","5","1","John Moore","4","Jim Thomas","5","John Thomas","5","Twentieth Century Fox Film Corporation","82","English","Drama","United States of America"
"4963","Ocean's Eleven (2001)","116","PG-13","2001-12-06 00:00:00 UTC","85000000","450717150","240772","161","George Clooney","Cecelia Ann Birt","Paul L. Nolan","Carol Florence","20","1","1","1","Steven Soderbergh","7","George Clayton Johnson","2","Jack Golden Russell","1","Warner Bros.","119","English","Crime","United States of America"
"4973","Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)","122","R","2001-04-25 00:00:00 UTC","11400000","174000000","211915","194","Audrey Tautou","Mathieu Kassovitz","Rufus","Lorella Cravotta","2","2","1","1","Jean-Pierre Jeunet","5","Guillaume Laurant","2","Jean-Pierre Jeunet","3","Canal+","32","Français","Comedy","France"
"4974","Not Another Teen Movie (2001)","89","R","2001-12-07 00:00:00 UTC","16000000","66468332","277371","11397","Chyler Leigh","Chris Evans","Jaime Pressly","Eric Christian Olsen","1","12","2","3","Joel Gallen","1","Mike Bender","1","Adam Jay Epstein","1","Columbia Pictures","108","English","Comedy","United States of America"
"4975","Vanilla Sky (2001)","136","R","2001-12-10 00:00:00 UTC","75000000","203388341","259711","1903","Tom Cruise","Penélope Cruz","Cameron Diaz","Kurt Russell","20","8","15","14","Cameron Crowe","2","Alejandro Amenábar","3","Mateo Gil","3","Paramount Pictures","173","English","Romance","United States of America"
"4979","Royal Tenenbaums, The (2001)","110","R","2001-10-05 00:00:00 UTC","21000000","71441250","265666","9428","Gene Hackman","Anjelica Huston","Ben Stiller","Gwyneth Paltrow","13","6","14","10","Wes Anderson","3","Wes Anderson","3","Owen Wilson","2","Touchstone Pictures","72","English","Comedy","United States of America"
"4987","Spacehunter: Adventures in the Forbidden Zone (1983)","90","PG","1983-05-20 00:00:00 UTC","14400400","16500000","86346","26978","Peter Strauss","Molly Ringwald","Ernie Hudson","Andrea Marcovicci","1","1","3","2","Lamont Johnson","1","Stewart Harding","1","Jean LaFleur","1","Columbia Pictures Corporation","42","English","Sci-Fi","United States of America"
"4990","Jimmy Neutron: Boy Genius (2001)","83","G","2001-12-21 00:00:00 UTC","25000000","80936232","268397","12589","Megan Cavanagh","Mark DeCarlo","Debi Derryberry","Jeffrey Garcia","1","1","1","3","John A. Davis","2","John A. Davis","2","Steve Oedekerk","4","Nickelodeon Movies","7","English","Adventure","United States of America"
"4993","Lord of the Rings: The Fellowship of the Ring, The (2001)","178","PG-13","2001-12-19 00:00:00 UTC","93000000","871368364","120737","120","Alan Howard","Elijah Wood","Noel Appleby","Sean Astin","1","4","2","6","Peter Jackson","10","J.R.R. Tolkien","3","Fran Walsh","10","New Line Cinema","93","English","Adventure","United States of America"
"4995","Beautiful Mind, A (2001)","135","PG-13","2001-12-12 00:00:00 UTC","60000000","313542341","268978","453","Russell Crowe","Ed Harris","Jennifer Connelly","Christopher Plummer","16","11","11","11","Ron Howard","9","Akiva Goldsman","9","Sylvia Nasar","1","Universal Pictures","205","English","Romance","United States of America"
"5009","Ali (2001)","157","R","2001-12-11 00:00:00 UTC","107000000","87713825","248667","8489","Will Smith","Jamie Foxx","Jon Voight","Mario Van Peebles","14","6","10","3","Michael Mann","6","Gregory Allen Howard","1","Stephen J. Rivele","2","Columbia Pictures Corporation","42","English","Drama","United States of America"
"5010","Black Hawk Down (2001)","144","R","2001-12-28 00:00:00 UTC","92000000","172989651","265086","855","Josh Hartnett","Ewan McGregor","Tom Sizemore","Eric Bana","6","16","5","6","Ridley Scott","12","Mark Bowden","1","Ken Nolan","1","Scott Free Productions","16","English","Drama","United States of America"
"5012","Yentl (1983)","132","PG","1983-11-18 00:00:00 UTC","12000000","30400000","86619","10269","Barbra Streisand","Mandy Patinkin","Amy Irving","Nehemiah Persoff","3","2","2","1","Barbra Streisand","1","Jack Rosenthal","1","Barbra Streisand","1","United Artists","28","English","Romance","United States of America"
"5013","Gosford Park (2001)","137","R","2001-11-07 00:00:00 UTC","19800000","87754044","280707","5279","Maggie Smith","Michael Gambon","Kristin Scott Thomas","Camilla Rutherford","3","5","7","1","Robert Altman","3","Robert Altman","1","Julian Fellowes","1","USA Films","1","English","Comedy","United States of America"
"5014","I Am Sam (2001)","132","PG-13","2001-12-28 00:00:00 UTC","22000000","40270895","277027","10950","Sean Penn","Michelle Pfeiffer","Dakota Fanning","Dianne Wiest","12","9","5","4","Jessie Nelson","1","Kristine Johnson","1","Jessie Nelson","1","New Line Cinema","93","English","Drama","United States of America"
"5015","Monster's Ball (2001)","111","R","2001-11-11 00:00:00 UTC","4000000","44909486","285742","1365","Billy Bob Thornton","Halle Berry","Taylor Simpson","Gabrielle Witcher","11","11","1","1","Marc Forster","5","Milo Addica","1","Will Rokos","1","Lee Daniels Entertainment","3","English","Romance","United States of America"
"5026","Brotherhood of the Wolf (Pacte des loups, Le) (2001)","137","R","2001-03-20 00:00:00 UTC","29000000","70752904","237534","6312","Samuel Le Bihan","Vincent Cassel","Émilie Dequenne","Monica Bellucci","1","5","1","2","Christophe Gans","1","Stéphane Cabel","2","Stéphane Cabel","2","Canal+","32","Français","Action","France"
"5027","Another 48 Hrs. (1990)","95","R","1990-06-08 00:00:00 UTC","38000000","153518974","99044","11595","Eddie Murphy","Nick Nolte","Brion James","Kevin Tighe","19","8","1","2","Walter Hill","8","Roger Spottiswoode","2","Walter Hill","2","Paramount Pictures","173","English","Comedy","United States of America"
"5039","Dragonslayer (1981)","108","PG","1981-06-26 00:00:00 UTC","18000000","6000000","82288","848","Peter MacNicol","Caitlin Clarke","Ralph Richardson","John Hallam","3","1","1","1","Matthew Robbins","1","Hal Barwood","2","Matthew Robbins","3","Paramount Pictures","173","English","Adventure","United Kingdom"
"5040","Conan the Destroyer (1984)","103","PG","1984-06-29 00:00:00 UTC","18000000","31000000","87078","9610","Arnold Schwarzenegger","Grace Jones","Wilt Chamberlain","Mako","22","2","1","5","Richard Fleischer","3","Robert E. Howard","3","Roy Thomas","1","Universal Pictures","205","English","Adventure","United States of America"
"5041","Fire and Ice (1983)","81","PG","1983-08-26 00:00:00 UTC","1200000","760883","85542","15035","Randy Norton","Cynthia Leake","Steve Sandor","Sean Hannon","1","1","1","1","Ralph Bakshi","1","Ralph Bakshi","1","Frank Frazetta","1","Producers Sales Organization (PSO)","1","English","Animation","United States of America"
